property_name,property_listing,property_type
For Sale - Pearl Hill Villa (Mount Evergreen),https://www.propertyguru.com.my/property-listing/pearl-hill-villa-mount-evergreen-for-sale-by-devlin-lim-34828789,terrace
For Sale - Pearl Hill Villa (Mount Evergreen),https://www.propertyguru.com.my/property-listing/pearl-hill-villa-mount-evergreen-for-sale-by-devlin-lim-34828789,terrace
For Sale - Tanjung Bungah,https://www.propertyguru.com.my/property-listing/tanjung-bungah-for-sale-by-devlin-lim-35879760,terrace
For Sale - Tanjung Bungah,https://www.propertyguru.com.my/property-listing/tanjung-bungah-for-sale-by-devlin-lim-35879760,terrace
For Sale - Tanjung Bungah 2 Storey Corner Terrace,https://www.propertyguru.com.my/property-listing/tanjung-bungah-2-storey-corner-terrace-for-sale-by-devlin-lim-34114146,terrace
For Sale - Tanjung Bungah 2 Storey Corner Terrace,https://www.propertyguru.com.my/property-listing/tanjung-bungah-2-storey-corner-terrace-for-sale-by-devlin-lim-34114146,terrace
For Sale - 2 Storey Heritage Shophouse,https://www.propertyguru.com.my/property-listing/2-storey-heritage-shophouse-for-sale-by-devlin-lim-34497037,terrace
For Sale - 2 Storey Heritage Shophouse,https://www.propertyguru.com.my/property-listing/2-storey-heritage-shophouse-for-sale-by-devlin-lim-34497037,terrace
For Sale - Gelugor 2 Storey Terrace,https://www.propertyguru.com.my/property-listing/gelugor-2-storey-terrace-for-sale-by-devlin-lim-32376394,terrace
For Sale - Gelugor 2 Storey Terrace,https://www.propertyguru.com.my/property-listing/gelugor-2-storey-terrace-for-sale-by-devlin-lim-32376394,terrace
For Sale - Chee Seng Garden,https://www.propertyguru.com.my/property-listing/chee-seng-garden-for-sale-by-lewis-kam-35319346,terrace
For Sale - Chee Seng Garden,https://www.propertyguru.com.my/property-listing/chee-seng-garden-for-sale-by-lewis-kam-35319346,terrace
For Sale - Ardmore Residence,https://www.propertyguru.com.my/property-listing/ardmore-residence-for-sale-by-ck-law-34518113,terrace
For Sale - Ardmore Residence,https://www.propertyguru.com.my/property-listing/ardmore-residence-for-sale-by-ck-law-34518113,terrace
"For Sale - Jalan Sateria, Tanjung Tokong",https://www.propertyguru.com.my/property-listing/jalan-sateria-tanjung-tokong-for-sale-by-lewis-kam-33299877,terrace
"For Sale - Jalan Sateria, Tanjung Tokong",https://www.propertyguru.com.my/property-listing/jalan-sateria-tanjung-tokong-for-sale-by-lewis-kam-33299877,terrace
For Sale - Sathu Terraces,https://www.propertyguru.com.my/property-listing/sathu-terraces-for-sale-by-millie-chew-35944505,terrace
For Sale - Sathu Terraces,https://www.propertyguru.com.my/property-listing/sathu-terraces-for-sale-by-millie-chew-35944505,terrace
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-kenneth-kung-35906358,terrace
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-kenneth-kung-35906358,terrace
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-kenneth-kung-35906342,terrace
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-kenneth-kung-35906342,terrace
For Sale - Taman Seri Bistari Nibong Tebal 2 storey terrace,https://www.propertyguru.com.my/property-listing/taman-seri-bistari-nibong-tebal-2-storey-terrace-for-sale-by-eddy-lim-35433375,terrace
For Sale - Taman Seri Bistari Nibong Tebal 2 storey terrace,https://www.propertyguru.com.my/property-listing/taman-seri-bistari-nibong-tebal-2-storey-terrace-for-sale-by-eddy-lim-35433375,terrace
For Sale - Taman Jawi Jaya Double Storey Terrace Sungai Bakap,https://www.propertyguru.com.my/property-listing/taman-jawi-jaya-double-storey-terrace-sungai-bakap-for-sale-by-eddy-lim-35944167,terrace
For Sale - Taman Jawi Jaya Double Storey Terrace Sungai Bakap,https://www.propertyguru.com.my/property-listing/taman-jawi-jaya-double-storey-terrace-sungai-bakap-for-sale-by-eddy-lim-35944167,terrace
For Sale - Greenlane,https://www.propertyguru.com.my/property-listing/greenlane-for-sale-by-amos-sin-35944187,terrace
For Sale - Greenlane,https://www.propertyguru.com.my/property-listing/greenlane-for-sale-by-amos-sin-35944187,terrace
For Sale - Hijauan Valdor,https://www.propertyguru.com.my/property-listing/hijauan-valdor-for-sale-by-jason-lim-35944156,terrace
For Sale - Hijauan Valdor,https://www.propertyguru.com.my/property-listing/hijauan-valdor-for-sale-by-jason-lim-35944156,terrace
For Sale - Ashton Terrace 22x70 @ Eco Horizon,https://www.propertyguru.com.my/property-listing/ashton-terrace-22x70-eco-horizon-for-sale-by-anders-ong-35546091,terrace
For Sale - Ashton Terrace 22x70 @ Eco Horizon,https://www.propertyguru.com.my/property-listing/ashton-terrace-22x70-eco-horizon-for-sale-by-anders-ong-35546091,terrace
For Sale - Eco Horizon @ Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-for-sale-by-anders-ong-34958559,terrace
For Sale - Eco Horizon @ Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-for-sale-by-anders-ong-34958559,terrace
For Sale - Ashton GARDEN HOME @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-garden-home-eco-horizon-ecoworld-for-sale-by-anders-ong-35385899,terrace
For Sale - Ashton GARDEN HOME @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-garden-home-eco-horizon-ecoworld-for-sale-by-anders-ong-35385899,terrace
For Sale - Ashton Collection Terrace @ Eco Horizon Batu Kawan 22x70,https://www.propertyguru.com.my/property-listing/ashton-collection-terrace-eco-horizon-batu-kawan-22x70-for-sale-by-anders-ong-35488668,terrace
For Sale - Ashton Collection Terrace @ Eco Horizon Batu Kawan 22x70,https://www.propertyguru.com.my/property-listing/ashton-collection-terrace-eco-horizon-batu-kawan-22x70-for-sale-by-anders-ong-35488668,terrace
For Sale - Ashton Superlink @ Eco Horizon,https://www.propertyguru.com.my/property-listing/ashton-superlink-eco-horizon-for-sale-by-anders-ong-35546026,terrace
For Sale - Ashton Superlink @ Eco Horizon,https://www.propertyguru.com.my/property-listing/ashton-superlink-eco-horizon-for-sale-by-anders-ong-35546026,terrace
For Sale - Eco Horizon @ Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-for-sale-by-anders-ong-34659689,terrace
For Sale - Eco Horizon @ Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-for-sale-by-anders-ong-34659689,terrace
For Sale - Ashton @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-ecoworld-for-sale-by-anders-ong-35363922,terrace
For Sale - Ashton @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-ecoworld-for-sale-by-anders-ong-35363922,terrace
For Sale - Ashton Collection @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-ecoworld-for-sale-by-anders-ong-35363670,terrace
For Sale - Ashton Collection @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-ecoworld-for-sale-by-anders-ong-35363670,terrace
For Sale - Eco Horizon Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-for-sale-by-anders-ong-33358841,terrace
For Sale - Eco Horizon Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-for-sale-by-anders-ong-33358841,terrace
For Sale - Ashton Collection @ Eco Horizon Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-batu-kawan-for-sale-by-anders-ong-35363630,terrace
For Sale - Ashton Collection @ Eco Horizon Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-batu-kawan-for-sale-by-anders-ong-35363630,terrace
For Sale - Ashton Collection @ Eco Horizon Ecoworld Corner,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-ecoworld-corner-for-sale-by-anders-ong-35363971,terrace
For Sale - Ashton Collection @ Eco Horizon Ecoworld Corner,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-ecoworld-corner-for-sale-by-anders-ong-35363971,terrace
For Sale - Ashton Terrace LAKE VIEW @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-terrace-lake-view-eco-horizon-ecoworld-for-sale-by-anders-ong-35716398,terrace
For Sale - Ashton Terrace LAKE VIEW @ Eco Horizon Ecoworld,https://www.propertyguru.com.my/property-listing/ashton-terrace-lake-view-eco-horizon-ecoworld-for-sale-by-anders-ong-35716398,terrace
For Sale - 2 Sty Raja Uda Butterworth,https://www.propertyguru.com.my/property-listing/2-sty-raja-uda-butterworth-for-sale-by-philip-ong-33356718,terrace
For Sale - 2 Sty Raja Uda Butterworth,https://www.propertyguru.com.my/property-listing/2-sty-raja-uda-butterworth-for-sale-by-philip-ong-33356718,terrace
For Sale - Georgetown,https://www.propertyguru.com.my/property-listing/georgetown-for-sale-by-eric-cheang-35858772,terrace
For Sale - Georgetown,https://www.propertyguru.com.my/property-listing/georgetown-for-sale-by-eric-cheang-35858772,terrace
For Sale - Oriental Garden Single Storey Terrace,https://www.propertyguru.com.my/property-listing/oriental-garden-single-storey-terrace-for-sale-by-eric-cheang-35913810,terrace
For Sale - Oriental Garden Single Storey Terrace,https://www.propertyguru.com.my/property-listing/oriental-garden-single-storey-terrace-for-sale-by-eric-cheang-35913810,terrace
For Sale - Taman Seri Juru,https://www.propertyguru.com.my/property-listing/taman-seri-juru-for-sale-by-allison-ang-34931480,terrace
For Sale - Taman Seri Juru,https://www.propertyguru.com.my/property-listing/taman-seri-juru-for-sale-by-allison-ang-34931480,terrace
For Sale - Aston Villa,https://www.propertyguru.com.my/property-listing/aston-villa-for-sale-by-allison-ang-34960986,terrace
For Sale - Aston Villa,https://www.propertyguru.com.my/property-listing/aston-villa-for-sale-by-allison-ang-34960986,terrace
"For Sale - 3 storey terrace at Lorong Madrasah, Jelutong",https://www.propertyguru.com.my/property-listing/3-storey-terrace-at-lorong-madrasah-jelutong-for-sale-by-correen-lee-35435221,terrace
"For Sale - 3 storey terrace at Lorong Madrasah, Jelutong",https://www.propertyguru.com.my/property-listing/3-storey-terrace-at-lorong-madrasah-jelutong-for-sale-by-correen-lee-35435221,terrace
For Sale - 3 storey corner in Taman Bayu Aman,https://www.propertyguru.com.my/property-listing/3-storey-corner-in-taman-bayu-aman-for-sale-by-esther-sim-30749483,terrace
For Sale - 3 storey corner in Taman Bayu Aman,https://www.propertyguru.com.my/property-listing/3-storey-corner-in-taman-bayu-aman-for-sale-by-esther-sim-30749483,terrace
For Sale - Richmont Residences,https://www.propertyguru.com.my/property-listing/richmont-residences-for-sale-by-meng-35943289,terrace
For Sale - Richmont Residences,https://www.propertyguru.com.my/property-listing/richmont-residences-for-sale-by-meng-35943289,terrace
"For Sale - Taman teluk air tawar indah, butterworth",https://www.propertyguru.com.my/property-listing/taman-teluk-air-tawar-indah-butterworth-for-sale-by-azura-ghani-35943194,terrace
"For Sale - Taman teluk air tawar indah, butterworth",https://www.propertyguru.com.my/property-listing/taman-teluk-air-tawar-indah-butterworth-for-sale-by-azura-ghani-35943194,terrace
"For Sale - LEMBAH RIA (HAPPY VALLEY) , 1/terrace CORNER house for sale",https://www.propertyguru.com.my/property-listing/lembah-ria-happy-valley-1-terrace-corner-house-for-sale-for-sale-by-a-ee-ee-35942797,terrace
"For Sale - LEMBAH RIA (HAPPY VALLEY) , 1/terrace CORNER house for sale",https://www.propertyguru.com.my/property-listing/lembah-ria-happy-valley-1-terrace-corner-house-for-sale-for-sale-by-a-ee-ee-35942797,terrace
For Sale - Setia Greens,https://www.propertyguru.com.my/property-listing/setia-greens-for-sale-by-zeon-tan-35942565,terrace
For Sale - Setia Greens,https://www.propertyguru.com.my/property-listing/setia-greens-for-sale-by-zeon-tan-35942565,terrace
For Sale - Sunway Tunas Jaya,https://www.propertyguru.com.my/property-listing/sunway-tunas-jaya-for-sale-by-max-tay-35942209,terrace
For Sale - Sunway Tunas Jaya,https://www.propertyguru.com.my/property-listing/sunway-tunas-jaya-for-sale-by-max-tay-35942209,terrace
For Sale - Hill View Garden,https://www.propertyguru.com.my/property-listing/hill-view-garden-for-sale-by-vivien-cheah-35643570,terrace
For Sale - Hill View Garden,https://www.propertyguru.com.my/property-listing/hill-view-garden-for-sale-by-vivien-cheah-35643570,terrace
For Sale - Sunway Tunas Bayan Baru,https://www.propertyguru.com.my/property-listing/sunway-tunas-bayan-baru-for-sale-by-crystal-khor-35942251,terrace
For Sale - Sunway Tunas Bayan Baru,https://www.propertyguru.com.my/property-listing/sunway-tunas-bayan-baru-for-sale-by-crystal-khor-35942251,terrace
For Sale - Gated & Guarded Nibong Tebal 2 Sty House For Sale,https://www.propertyguru.com.my/property-listing/gated-guarded-nibong-tebal-2-sty-house-for-sale-for-sale-by-jenny-ong-34595388,terrace
For Sale - Gated & Guarded Nibong Tebal 2 Sty House For Sale,https://www.propertyguru.com.my/property-listing/gated-guarded-nibong-tebal-2-sty-house-for-sale-for-sale-by-jenny-ong-34595388,terrace
For Sale - Sunway Aspera,https://www.propertyguru.com.my/property-listing/sunway-aspera-for-sale-by-moko-ong-35936866,terrace
For Sale - Sunway Aspera,https://www.propertyguru.com.my/property-listing/sunway-aspera-for-sale-by-moko-ong-35936866,terrace
For Sale - Ashton @ Eco Horizon 2 Storey Terrace Bay Windows Type Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-bay-windows-type-batu-kawan-for-sale-by-max-tay-35697263,terrace
For Sale - Ashton @ Eco Horizon 2 Storey Terrace Bay Windows Type Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-bay-windows-type-batu-kawan-for-sale-by-max-tay-35697263,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35629429,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35629429,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35629894,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35629894,terrace
For Sale - Ashton @ ECO Horizon 2 Storey Intermediate Balcony Type @ Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-intermediate-balcony-type-batu-kawan-for-sale-by-max-tay-35631010,terrace
For Sale - Ashton @ ECO Horizon 2 Storey Intermediate Balcony Type @ Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-intermediate-balcony-type-batu-kawan-for-sale-by-max-tay-35631010,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35633010,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35633010,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35332023,terrace
For Sale - Ashton @ ECO Horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-max-tay-35332023,terrace
For Sale - Ashton @ ECO Horizon 2 Storey Terrace Intermediate Corner @ Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-intermediate-corner-batu-kawan-for-sale-by-max-tay-35335249,terrace
For Sale - Ashton @ ECO Horizon 2 Storey Terrace Intermediate Corner @ Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-intermediate-corner-batu-kawan-for-sale-by-max-tay-35335249,terrace
For Sale - Ashton @ Eco Horizon 2 Storey Terrace Intermediate Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-intermediate-batu-kawan-for-sale-by-max-tay-35707397,terrace
For Sale - Ashton @ Eco Horizon 2 Storey Terrace Intermediate Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-intermediate-batu-kawan-for-sale-by-max-tay-35707397,terrace
For Sale - Ashton @ Eco Horizon 2 Storey Terrace Intermediate Type 1B @ Batu Kawan,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-2-storey-terrace-intermediate-type-1b-batu-kawan-for-sale-by-max-tay-35758903,terrace
